,model_name,loss,r^2,mse,mae,true_values,pred_values,train_r^2,train_mse,train_mae,train_true_values,train_pred_values
121,35_O=C(O)C1CC2(C1)CC(F)(F)C2_O=C(O)C1CC2(CCC2)C1,0.1188926100730896,-7.256,0.119,0.324,"[4.590000152587891, 4.349999904632568]","[4.148477077484131, 4.143015384674072]",0.923,0.468,0.513,"[4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.094612121582031, 4.094612121582031, 3.7690465450286865, 6.629185676574707, 7.4624199867248535, 7.4721808433532715, 8.027706146240234, 7.194647312164307, 8.42969036102295, 8.335504531860352, 9.115678787231445, 6.970495700836182, 8.260894775390625, 9.132777214050293, 9.53027629852295, 9.522568702697754, 9.372112274169922, 9.484601020812988, 10.274229049682617, 10.273716926574707, 9.836919784545898, 9.786673545837402, 3.8452115058898926, 3.750060796737671, 4.137444019317627, 4.1913933753967285, 4.145963191986084, 3.91222882270813, 4.322451114654541]"
122,40_O=C(O)[C@@H]1CC[C@H]1C(F)(F)F_O=C(O)[C@@H]1CCC1,0.018191860988736153,,0.018,0.135,[3.869999885559082],[4.004877090454102],0.933,0.414,0.479,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9994912147521973, 4.1125168800354, 4.1125168800354, 3.7650160789489746, 6.603256702423096, 7.433239936828613, 7.441305160522461, 7.995189666748047, 7.228236198425293, 8.32240104675293, 8.214436531066895, 9.14268970489502, 6.979270935058594, 8.23049545288086, 9.136068344116211, 9.567251205444336, 9.558084487915039, 9.384947776794434, 9.55841064453125, 10.303905487060547, 10.239020347595215, 9.967106819152832, 9.916221618652344, 3.8447725772857666, 3.7191882133483887, 4.193454265594482, 4.212194919586182, 4.22130823135376, 3.9715540409088135, 4.309513092041016]"
123,41_O=C(O)[C@@H]1CC[C@H]1C(F)F_O=C(O)[C@@H]1CCC1,0.060747917741537094,,0.061,0.246,[4.260000228881836],[4.013529300689697],0.932,0.417,0.483,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9839255809783936, 4.100893497467041, 4.100893497467041, 3.770228147506714, 6.5839409828186035, 7.4211225509643555, 7.4318718910217285, 8.010904312133789, 7.22284460067749, 8.333023071289062, 8.229083061218262, 9.149934768676758, 6.966344833374023, 8.20693588256836, 9.11882209777832, 9.57199478149414, 9.562332153320312, 9.379948616027832, 9.551199913024902, 10.298190116882324, 10.269371032714844, 9.971207618713379, 9.915964126586914, 3.8521673679351807, 3.706624746322632, 4.185000896453857, 4.204535007476807, 4.217746257781982, 3.969250202178955, 4.271872520446777]"
124,42_O=C(O)[C@@H]1CC[C@H]1CF_O=C(O)[C@@H]1CCC1,0.08026668429374695,,0.08,0.283,[4.380000114440918],[4.096686363220215],0.933,0.413,0.483,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.021925926208496, 4.124617099761963, 4.124617099761963, 3.7579333782196045, 6.573687553405762, 7.384510040283203, 7.392827987670898, 7.989540100097656, 7.141679763793945, 8.408459663391113, 8.176559448242188, 9.148457527160645, 6.941773414611816, 8.283475875854492, 9.11217212677002, 9.611654281616211, 9.602193832397461, 9.41066837310791, 9.542373657226562, 10.355378150939941, 10.247218132019043, 9.9701566696167, 9.919683456420898, 3.847599506378174, 3.728404998779297, 4.161421775817871, 4.219304084777832, 4.179104804992676, 3.928971767425537, 4.382224082946777]"
125,43_O=C(O)[C@@H]1C[C@H]1C(F)(F)F_O=C(O)[C@@H]1CC1,0.007203460205346346,,0.007,0.085,[3.880000114440918],[3.9648733139038086],0.923,0.47,0.513,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.016623020172119, 4.103699684143066, 4.103699684143066, 3.767825126647949, 6.664268493652344, 7.502525806427002, 7.5101799964904785, 8.0298490524292, 7.175086975097656, 8.423486709594727, 8.355712890625, 9.148568153381348, 6.9101457595825195, 8.287506103515625, 9.122294425964355, 9.535677909851074, 9.529756546020508, 9.368924140930176, 9.502349853515625, 10.292746543884277, 10.25028133392334, 9.837899208068848, 9.784774780273438, 3.846115827560425, 3.743863582611084, 4.146426200866699, 4.200901031494141, 4.1573686599731445, 3.916104316711426, 4.336012363433838]"
126,44_O=C(O)[C@H]1C[C@H]1C(F)(F)F_O=C(O)[C@@H]1CC1,0.04692555218935013,,0.047,0.217,[3.759999990463257],[3.976623058319092],0.929,0.438,0.492,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.036636829376221, 4.132403373718262, 4.132403373718262, 3.7792747020721436, 6.606720447540283, 7.430093288421631, 7.438251495361328, 7.988711833953857, 7.17941427230835, 8.37305736541748, 8.290570259094238, 9.146223068237305, 6.917829513549805, 8.2743558883667, 9.132762908935547, 9.543060302734375, 9.53585433959961, 9.353775978088379, 9.517745971679688, 10.301793098449707, 10.251981735229492, 9.883527755737305, 9.828954696655273, 3.862126111984253, 3.7535297870635986, 4.17156982421875, 4.230047702789307, 4.182621002197266, 3.9370474815368652, 4.361848831176758]"
127,45_O=C(O)[C@@H]1C[C@H]1C(F)F_O=C(O)[C@@H]1CC1,0.0600988008081913,,0.06,0.245,[4.179999828338623],[3.934849262237549],0.93,0.43,0.489,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.982145309448242, 4.093977451324463, 4.093977451324463, 3.767667293548584, 6.578946113586426, 7.420921325683594, 7.4304633140563965, 7.9586968421936035, 7.217110633850098, 8.346346855163574, 8.317808151245117, 9.099871635437012, 6.979503631591797, 8.165986061096191, 9.134849548339844, 9.526692390441895, 9.516979217529297, 9.35657024383545, 9.515862464904785, 10.252880096435547, 10.272468566894531, 9.899679183959961, 9.84594440460205, 3.8455755710601807, 3.719086170196533, 4.181275844573975, 4.198674201965332, 4.205827713012695, 3.9601893424987793, 4.285301208496094]"
128,46_O=C(O)[C@H]1C[C@H]1C(F)F_O=C(O)[C@@H]1CC1,0.053732048720121384,,0.054,0.232,[4.170000076293945],[3.9381983280181885],0.93,0.428,0.487,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.986992835998535, 4.099050521850586, 4.099050521850586, 3.765414237976074, 6.579655647277832, 7.4265642166137695, 7.436378479003906, 7.962104320526123, 7.215237140655518, 8.34813404083252, 8.320686340332031, 9.1087064743042, 6.987679481506348, 8.173471450805664, 9.141304016113281, 9.531878471374512, 9.522459983825684, 9.361063957214355, 9.522231101989746, 10.258939743041992, 10.27245044708252, 9.90958309173584, 9.85651683807373, 3.8484129905700684, 3.713961124420166, 4.18591833114624, 4.205080032348633, 4.210638523101807, 3.9654650688171387, 4.277029037475586]"
129,47_O=C(O)[C@@H]1C[C@H]1CF_O=C(O)[C@@H]1CC1,0.12790486216545105,,0.128,0.358,[4.349999904632568],[3.9923620223999023],0.934,0.404,0.471,"[4.170000076293945, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.935370922088623, 4.111879348754883, 4.111879348754883, 3.7555887699127197, 6.586557388305664, 7.426725387573242, 7.436051845550537, 7.9936041831970215, 7.227299690246582, 8.299964904785156, 8.219978332519531, 9.143502235412598, 6.992048263549805, 8.208488464355469, 9.137085914611816, 9.574090003967285, 9.564584732055664, 9.388906478881836, 9.559389114379883, 10.29753303527832, 10.275568008422852, 9.990557670593262, 9.93840217590332, 3.844149351119995, 3.7022080421447754, 4.198854446411133, 4.217007637023926, 4.226909637451172, 3.97090482711792, 4.2917256355285645]"
130,48_C[C@@H]1C[C@H]1C(=O)O_C[C@@H]1C[C@H]1C(=O)O,0.512704610824585,,0.513,0.716,[4.789999961853027],[4.073966026306152],0.929,0.442,0.49,"[4.170000076293945, 4.349999904632568, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9365296363830566, 3.9737343788146973, 4.072879314422607, 3.766000270843506, 6.554774761199951, 7.4339118003845215, 7.447007179260254, 7.968282699584961, 7.2072858810424805, 8.533696174621582, 8.421759605407715, 9.069573402404785, 6.999780654907227, 8.194619178771973, 9.137386322021484, 9.52556037902832, 9.515127182006836, 9.354043006896973, 9.520010948181152, 10.245458602905273, 10.299426078796387, 9.82854175567627, 9.775459289550781, 3.8495912551879883, 3.7376112937927246, 4.166219711303711, 4.183932304382324, 4.180479526519775, 3.937612533569336, 4.261504173278809]"
131,49_C[C@@H]1C[C@@H]1C(=O)O_C[C@@H]1C[C@@H]1C(=O)O,0.5759815573692322,,0.576,0.759,[4.829999923706055],[4.071065425872803],0.929,0.441,0.49,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9324400424957275, 3.970219373703003, 4.069381237030029, 3.7741451263427734, 6.5674262046813965, 7.441851615905762, 7.4556474685668945, 7.970156192779541, 7.221637725830078, 8.539275169372559, 8.421083450317383, 9.091416358947754, 7.003878593444824, 8.183868408203125, 9.1289644241333, 9.527419090270996, 9.516382217407227, 9.350038528442383, 9.53328800201416, 10.239636421203613, 10.295186042785645, 9.829516410827637, 9.77727222442627, 3.8493828773498535, 3.7285923957824707, 4.163891315460205, 4.181353569030762, 4.17891263961792, 3.944423198699951, 4.25654935836792]"
132,52_O=C(O)C1C(F)(F)C12CC2_O=C(O)C1CC12CC2,0.26191791892051697,0.134,0.262,0.445,"[3.509999990463257, 4.610000133514404]","[3.7012572288513184, 3.9119625091552734]",0.934,0.396,0.467,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.380000114440918]","[3.9318509101867676, 3.9851081371307373, 4.127073764801025, 4.127073764801025, 6.588286399841309, 7.35626220703125, 7.364299774169922, 7.902263641357422, 7.117796897888184, 8.389196395874023, 8.20258903503418, 9.108585357666016, 7.001574516296387, 8.255443572998047, 9.147933959960938, 9.607649803161621, 9.598031044006348, 9.403587341308594, 9.563005447387695, 10.372562408447266, 10.237017631530762, 9.996403694152832, 9.943145751953125, 3.788299083709717, 3.634052276611328, 4.170952796936035, 4.252418518066406, 4.1798858642578125, 4.41783332824707]"
133,65_FC(F)(F)C12CCC(CN1)C2_C1CC2CC1CN2,0.07868988066911697,0.982,0.079,0.257,"[10.420000076293945, 6.230000019073486]","[10.789429664611816, 6.374573707580566]",0.967,0.206,0.366,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9797868728637695, 4.229290008544922, 4.229290008544922, 3.49021053314209, 6.949231147766113, 6.964123725891113, 7.874449729919434, 7.1400251388549805, 8.065693855285645, 7.868424415588379, 9.000149726867676, 7.5462188720703125, 8.292010307312012, 9.336577415466309, 9.772173881530762, 9.748957633972168, 9.545027732849121, 9.756365776062012, 10.325041770935059, 10.267178535461426, 10.551043510437012, 10.509700775146484, 3.6194987297058105, 3.4251835346221924, 4.249636650085449, 4.3390092849731445, 4.311697483062744, 3.922569513320923, 4.509955406188965]"
134,61_FC(F)(F)C1CCCN1_C1CCNC1,0.2121160328388214,0.969,0.212,0.375,"[11.270000457763672, 6.059999942779541]","[10.627775192260742, 6.168529987335205]",0.994,0.038,0.159,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.067905902862549, 4.476253509521484, 4.476253509521484, 3.3112337589263916, 6.282482147216797, 6.1972832679748535, 7.365329265594482, 7.582576274871826, 7.780250072479248, 7.7188029289245605, 8.732516288757324, 8.293310165405273, 8.683103561401367, 9.358846664428711, 9.634000778198242, 9.56405258178711, 9.58045482635498, 10.017282485961914, 10.01567268371582, 10.351579666137695, 11.109670639038086, 11.094738006591797, 3.8211798667907715, 3.35496187210083, 4.264256477355957, 4.280311107635498, 4.438144683837891, 4.392871379852295, 4.6469573974609375]"
135,67_FC(F)(F)C1CCCCN1_C1CCNCC1,0.20412741601467133,0.963,0.204,0.44,"[11.119999885559082, 6.409999847412109]","[10.576528549194336, 6.745996475219727]",0.977,0.148,0.306,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.007124900817871, 4.293628215789795, 4.293628215789795, 3.419260263442993, 6.282548904418945, 6.732490062713623, 7.763047695159912, 7.36024284362793, 7.914371967315674, 7.791990756988525, 8.902203559875488, 7.704062461853027, 8.354355812072754, 9.401029586791992, 9.774526596069336, 9.759563446044922, 9.611835479736328, 9.863633155822754, 10.36511516571045, 10.233858108520508, 10.626785278320312, 10.600345611572266, 3.655499219894409, 3.3296351432800293, 4.289853572845459, 4.334441184997559, 4.357621669769287, 4.060945510864258, 4.611658096313477]"
136,173_NC1CC12CC2(F)F_NC1CC12CC2,0.3407641351222992,0.649,0.341,0.481,"[9.40999984741211, 7.440000057220459]","[8.598381042480469, 7.591007232666016]",0.99,0.065,0.21,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.011741638183594, 4.38118839263916, 4.38118839263916, 3.383946418762207, 6.307351112365723, 6.265340805053711, 6.285400390625, 7.438937187194824, 7.806023597717285, 7.697519302368164, 8.663568496704102, 8.106882095336914, 8.558103561401367, 9.333767890930176, 9.672833442687988, 9.628302574157715, 9.50317096710205, 9.916910171508789, 10.143538475036621, 10.336271286010742, 10.946383476257324, 10.931084632873535, 3.6559886932373047, 3.2513389587402344, 4.295541763305664, 4.309715270996094, 4.424455165863037, 4.218991756439209, 4.630892753601074]"
137,144_NC1CCCC1(F)F_NC1CCCC1,0.19191712141036987,0.914,0.192,0.425,"[10.520000457763672, 7.539999961853027]","[10.201366424560547, 7.008674621582031]",0.96,0.255,0.393,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9802708625793457, 4.17341947555542, 4.17341947555542, 3.54876708984375, 6.403519153594971, 7.0351243019104, 7.042283535003662, 7.882376670837402, 8.217999458312988, 7.918907165527344, 9.001324653625488, 7.386833667755127, 8.244415283203125, 9.241963386535645, 9.73584270477295, 9.721444129943848, 9.49484634399414, 9.680057525634766, 10.425764083862305, 10.239554405212402, 10.384293556213379, 10.34486198425293, 3.6912808418273926, 3.4698619842529297, 4.216084003448486, 4.293018341064453, 4.271599292755127, 3.895195960998535, 4.497308254241943]"
138,85_FC1(F)CCNCC1_C1CCNCC1,0.1218048483133316,0.957,0.122,0.319,"[11.119999885559082, 7.75]","[10.658864974975586, 7.925966739654541]",0.989,0.071,0.216,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.690000057220459, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.0335493087768555, 4.386895656585693, 4.386895656585693, 3.3016581535339355, 6.300397872924805, 6.244994640350342, 6.2594404220581055, 7.328104019165039, 7.511129856109619, 7.755335330963135, 8.815016746520996, 8.027246475219727, 8.56064224243164, 9.385966300964355, 9.683492660522461, 9.645520210266113, 9.551667213439941, 9.922371864318848, 10.18930435180664, 10.286581993103027, 10.914101600646973, 10.888461112976074, 3.711245536804199, 3.21598219871521, 4.318284511566162, 4.328075408935547, 4.404890060424805, 4.255121231079102, 4.615766525268555]"
139,83_FC1(F)C2CCC1CNC2_C1CC2CNCC1C2,0.0022407863289117813,0.999,0.002,0.041,"[10.529999732971191, 7.690000057220459]","[10.465471267700195, 7.672177314758301]",0.989,0.067,0.216,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 8.829999923706055, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.022799015045166, 4.429323673248291, 4.429323673248291, 3.358485221862793, 6.304731845855713, 6.206300735473633, 6.214150428771973, 7.525978088378906, 7.481649875640869, 7.88634729385376, 8.651284217834473, 8.137591361999512, 8.554344177246094, 9.35854721069336, 9.657251358032227, 9.625452995300293, 9.503830909729004, 9.97221851348877, 10.231574058532715, 10.296299934387207, 10.964847564697266, 10.946187019348145, 3.6895084381103516, 3.2480249404907227, 4.312511920928955, 4.3183369636535645, 4.405795097351074, 4.232508659362793, 4.65454626083374]"
140,145_NC1CCC(F)(F)C1_NC1CCCC1,0.010901955887675285,0.985,0.011,0.104,"[10.520000457763672, 8.829999923706055]","[10.416887283325195, 8.72430419921875]",0.986,0.085,0.242,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.550000190734863, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.0189948081970215, 4.374939918518066, 4.374939918518066, 3.375866174697876, 6.265131950378418, 6.467254161834717, 6.480803966522217, 7.591497421264648, 7.378965854644775, 7.822903633117676, 7.779720783233643, 8.011523246765137, 8.482443809509277, 9.350135803222656, 9.722020149230957, 9.688026428222656, 9.497961044311523, 10.005962371826172, 10.229129791259766, 10.316096305847168, 10.90070915222168, 10.882306098937988, 3.648521661758423, 3.244077444076538, 4.268858432769775, 4.339920520782471, 4.4091644287109375, 4.169206619262695, 4.647248268127441]"
141,87_FC1CNC1_C1CNC1,0.8527826070785522,0.518,0.853,0.875,"[11.210000038146973, 8.550000190734863]","[10.632145881652832, 7.378825664520264]",0.98,0.128,0.295,"[4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.979999542236328, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[4.002516746520996, 4.264944553375244, 4.264944553375244, 3.384878635406494, 6.321869373321533, 6.684079170227051, 6.690455436706543, 7.574361801147461, 7.315742015838623, 8.017509460449219, 7.914440155029297, 8.821491241455078, 8.395807266235352, 9.482658386230469, 9.865460395812988, 9.843235969543457, 9.677923202514648, 9.925376892089844, 10.38378620147705, 10.31097412109375, 10.66845417022705, 10.644075393676758, 3.614589214324951, 3.2652482986450195, 4.307497024536133, 4.33812952041626, 4.36721658706665, 4.082253456115723, 4.592584609985352]"
142,161_N[C@@H]1CC[C@H]1C(F)F_N[C@@H]1CCC1,0.6012232303619385,,0.601,0.775,[8.979999542236328],[8.20461368560791],0.932,0.425,0.477,"[4.170000076293945, 4.349999904632568, 4.789999961853027, 4.829999923706055, 3.509999990463257, 6.230000019073486, 6.059999942779541, 6.409999847412109, 7.440000057220459, 7.539999961853027, 7.75, 7.690000057220459, 8.829999923706055, 8.550000190734863, 9.149999618530273, 9.520000457763672, 9.550000190734863, 9.670000076293945, 9.8100004196167, 9.600000381469727, 10.5, 11.270000457763672, 10.989999771118164, 3.8499999046325684, 3.5899999141693115, 4.179999828338623, 4.239999771118164, 4.389999866485596, 4.610000133514404, 4.380000114440918]","[3.9557557106018066, 3.9920034408569336, 4.1171956062316895, 4.1171956062316895, 3.741386890411377, 6.526275634765625, 7.370430946350098, 7.377719879150391, 7.8891401290893555, 7.082974910736084, 8.46207332611084, 8.348468780517578, 9.10695743560791, 6.928886413574219, 9.107270240783691, 9.5773344039917, 9.571255683898926, 9.417523384094238, 9.501907348632812, 10.326443672180176, 10.285700798034668, 9.84291934967041, 9.790497779846191, 3.8201608657836914, 3.6898369789123535, 4.162306785583496, 4.213564872741699, 4.169623851776123, 3.9166154861450195, 4.3527326583862305]"
